ID,LONGITUDE,LATITUDE,NAME_ENG
117,33.804932,34.966999,Dhekelia P.S.
1259,32.277832,26.234302,Alumn
118,25.806885,41.967659,Uzundzhovo
7569,12.0410159295506,42.0329739476731,
1260,33.793945,27.244863,Elziet
119,24.356689,41.99216,Orfey
1261,33.640137,27.410786, 
120,24.455566,41.746726,Devin
121,24.32373,41.640078,Teshel
1262,30.838623,27.313214,Assuit 500
125,19.511719,41.319076,Rrashbull
1263,33.222656,28.8158,El Tour
126,19.588623,40.780541,Fier
127,19.610596,40.488737,Babice
7607,3.83422906726426,36.173356891404,
128,20.181885,41.054502,Elbasan 2
7608,3.74633826813229,36.1378745669131,
1264,27.498779,30.87394, 
129,19.962158,41.162114,Elbasan 1
1265,24.521484,29.745302, 
1266,23.884277,31.269161, 
130,19.852295,41.385052,Tirana 1
1267,21.873779,32.787275,X Road
131,20.203857,41.623655,Burrel
1268,20.214844,31.512996,Gmines
1269,13.996582,31.793555,Bani Walid NE
1270,13.677979,32.138409, 
1271,12.359619,32.602362, 
132,19.731445,41.360319,Tirana 400
1272,12.458496,32.546813, 
1273,12.282715,26.529565,Aoinat
133,20.895996,40.622292,Zemlak
135,12.98584,31.868228, 
1274,11.99707,31.905541,Shakshouk
136,15.358887,29.954935, 
137,9.12963899999999,41.426253,Bonifacio
1275,13.743896,31.391158, 
1276,13.348389,31.391158, 
146,22.280273,37.422526,Megalopoli
1277,13.238525,32.417066, 
148,24.016113,38.43638,Aliveri
1278,34.848633,29.487425,Towiba
158,21.137695,39.27479,Arachthos
1307,36.265869,32.361403,Mafraq
159,21.09375,39.3173,Arachthos
1335,10.986328,33.788279,Midoun
160,21.588135,38.659778,Acheloos
1346,-8.69018599999999,37.848833,Sines
161,22.939453,40.663973,Thessaloniki
1350,10.162354,37.002553,Goulette
162,23.192139,38.462192,Larymna
163,22.70874,38.401949,Distomo
1359,35.936279,29.41089,Disi
164,21.994629,39.487085,Trikala
1360,35.81543,32.073266,Al Fohes
165,22.434082,39.529467,Larissa
1361,35.81543,31.980123,University
166,23.796387,37.857507,Argyroupoli
1362,35.925293,31.924193,Al Ashrafea
167,23.631592,37.996163,Koumoundourou
1363,36.177979,32.287133,Al Rajehi Cement
168,23.741455,38.22092,Acharnes
169,23.950195,37.926868,Pallini
170,23.928223,38.134557,Ag. Stefanos
1364,36.23291,31.774878,Mwaqar Industry
171,24.290771,40.979898,Filippi
1365,-9.39331099999999,38.719805,Trajouce
1367,36.342773,33.523079,K1
174,21.478271,40.838749,Meliti
1368,10.689697,35.648369,Shaloul
176,25.510254,41.203456,N. Santa
1376,5.789795,36.81808,Jijel
177,23.192139,40.722283,Lagadas
1380,6.723633,36.90598,Skikda
1382,1.97753899999999,36.5626,Hadjret Ennouss
178,23.203125,38.289937,Heron
1383,29.981689,25.987675,Abi-Tar
179,21.796875,38.177751,Patra
1393,35.244141,33.220308,Sour
180,22.906494,37.883525,Korinthos
1394,35.958252,33.815666,Ksara
182,22.609863,40.647304,Enthes
1395,36.243896,34.089061,Baalbeck
183,22.049561,40.497092,Ag.Dimitrios
1396,35.969238,34.443159,Deir Amar
1397,36.166992,34.343436,Deir Nbouh
1398,35.650635,33.733477,Aramoun
1399,35.804443,33.961586,Mkalles
1401,36.419678,34.388779,Hermel
1402,36.419678,34.261757,Laboue
184,21.697998,40.313043,Kardia
7609,3.40649742102515,36.5669315325086,
7610,1.81244158460905,36.2273631798004,
185,21.730957,40.647304,Amyndeo
7611,2.94028922640838,35.7107947661442,
1403,35.826416,34.334364,Bahsas
1405,35.738525,34.089061,Bsalim
1407,35.716553,34.252676,Halate
1408,35.661621,33.970698,Beyrut
1409,35.562744,33.906896,Ras Beyrut
186,23.983154,37.753344,Lavrio
1410,35.584717,33.83392,Pins
1411,35.397949,33.587167,Saida
1412,35.332031,33.394759,Zahrani
190,20.401611,39.444678,Mourtos
1427,29.498291,30.883369,Somid
191,11.942139,42.024814,Civitavecchia
192,14.348145,40.813809,Levante
1428,29.937744,31.090574,Iron Steel
199,18.061523,40.513799,Brindisi /S.
1429,29.256592,30.647364,B. Arab
1430,29.520264,30.666266,Medalik
204,8.21777299999999,40.86368,Fiume Santo
205,8.448486,39.223743,Portoscuso
1433,30.970459,30.533877,T. Badr
1434,30.201416,30.145127,Sadat
206,8.63525400000001,40.647304,Codrongianus
1435,31.234131,31.090574,K.Shiekh
1436,31.300049,30.911651,Mahala
1437,31.651611,30.968189,Mansora
207,16.787109,41.054502,Bari
1438,31.695557,30.486551,Zagazig
1439,31.234131,30.647364,Tanta
208,8.67919900000001,40.680638,Codrongianus
1440,31.26709,29.945415,Basous
209,9.21752900000001,40.111689,Taloro
7613,3.36188286265764,36.5718177772543,
210,9.04174799999999,40.254377,Ottana
7614,1.33221238161892,36.0505060471704,
1441,32.827148,30.524413,East Qantara
211,8.964844,39.232253,Rumianca
1442,31.179199,30.287532,Menuf
1443,30.541992,29.926374,Cairo 500
212,8.964844,39.419221,Villasor
1445,31.59668,30.230595,A.Zaabal
213,9.18456999999999,39.376772,Selargius
1446,32.431641,30.059586,Suez 500
214,9.16259800000001,40.245992,Enichem
1449,31.168213,28.960089,Kurimat
215,9.195557,41.211722,S. Teresa
216,14.150391,40.996484,S. Maria
217,13.436279,37.892196,Ciminna
1450,31.102295,28.632747,B.Suef East
1451,30.179443,30.306503,Bustan
218,12.502441,37.909534,Trapani-Salemi
1452,28.99292,30.751278,Omayed
219,12.788086,37.71859,Partanna
220,13.051758,38.022131,Partinico
1453,31.772461,31.381779,A.Hamam
1454,31.519775,31.062345,Talkha
1455,30.311279,29.869229,Zayed
221,13.304443,38.160476,Bellolampo
1456,-0.538330000000004,38.22092,Santa Paula
222,13.710938,37.952861,Caracoli
1457,30.080566,28.940862,Fayom West
1458,30.805664,28.439714,Maghaga West
223,13.699951,37.343959,Favara
1459,34.090576,30.977609,Arish
224,13.590088,37.935533,Termini
225,14.161377,40.84706,Patria
1460,33.826904,30.637912,Bghdad
7615,2.93884395233002,35.7999353912032,
226,14.304199,40.888601,Frattamaggiore
7616,3.48150856959993,36.5898968634666,
227,12.86499,41.418015,Latina
7617,2.64702893031369,36.4645205052217,
228,12.524414,41.705729,Roma S.
1461,28.564453,30.779598,Sarahman
1463,30.300293,30.524413,A. Matamir
1464,30.003662,30.543339,Ghazl
1465,30.058594,30.722949,Aameria
229,12.282715,41.853196,Roma /O.
1466,30.201416,30.902225,Karmoz
1467,29.783936,30.656816,A. Salas
7570,12.7794916840187,42.0349341901951,
7571,12.2316137742216,42.0367245714726,
230,12.513428,41.877741,Roma /N.
1468,29.937744,30.968189,Max
1469,30.311279,31.052934,D.T
231,12.875977,41.672912,Valmontone
1470,30.421143,30.930501,K.D
232,12.788086,41.746726,Roma /E.
233,13.612061,41.47566,Ceprano
234,14.18335,41.302571,Presenzano
1471,30.454102,31.184609,Siuf
235,13.85376,41.19519,Garigliano
1472,30.465088,31.043522,Abis
1475,30.585938,30.86451,Damanhur
236,14.282227,41.50035,Capriati
1476,30.860596,30.600094,Nobaria
237,16.578369,39.571822,Rossano
1478,30.893555,31.16581,Mahmudia
238,15.292969,37.063944,Priolo
1481,31.190186,31.28794,S. Salim
239,15.018311,37.474858,Misterbianco
1482,31.607666,30.760719,S. Ghamar
1483,30.366211,30.240086,Ezz
240,14.611816,37.055177,Chiaramonte Gulfi
1484,30.498047,30.334954,E.A.S
1485,30.673828,30.325471,I. Sadat
241,14.578857,36.826875,Ragusa
1487,30.739746,30.958769,I. Baroud
242,15.073242,37.081476,Anapo
7618,1.75599774243697,36.2137024262537,
243,15.194092,37.09024,Melilli
1489,30.541992,30.211608,E. Ameroa
1490,30.212402,29.726222,6 October Ind.
244,14.919434,37.544577,Paternò
1492,30.838623,29.954935,Cairo W.
245,15.150146,38.108628,Corriolo
246,15.238037,38.08269,Sorgente
1493,30.827637,29.458731,Cairo S.
1494,31.398926,29.859701,Cairo N.
1496,31.036377,30.183122,Ashmon
247,15.227051,38.160476,S. F. Mela
1497,31.201172,30.078601,Qaluobia
1498,31.728516,30.334954,Aboor
1499,31.322021,30.467614,Quesna
248,16.270752,38.83115,Feroleto
249,16.105957,38.350273,Rizziconi
1500,31.431885,30.306503,Banha
1501,31.937256,30.798474,A. Kbeer
1502,32.13501,30.694612,Sharkia
250,14.644775,40.688969,S. Valentino
1503,32.244873,30.486551,New Ismailia
1504,32.244873,30.39183,Manayif
251,14.47998,40.763901,Torre
1505,32.34375,30.287532,A. Sultan
252,14.908447,40.555548,Salerno
1509,32.365723,29.954935,Suez 2
1510,31.453857,30.078601,Obour
1511,31.783447,29.935895,Heliopolis
1512,31.937256,30.240086,10 Ram
1513,32.167969,30.249577,New 10 Ram
1514,30.355225,29.621221,6 October
253,14.919434,40.663973,Montecorvino
1515,32.036133,30.164126,Bader
1516,31.530762,29.945415,Bahtim
254,14.523926,40.971604,S. Sofia
1517,30.563965,29.439598,E. Bitak
1518,31.036377,29.707139,Cairo
1519,30.750732,29.821583,Moatamedia
1520,31.190186,29.792984,Sabtia
255,14.963379,41.14557,Benevento
256,14.908447,41.877741,Larino
1521,31.190186,29.171349,Tebbin South
257,15.633545,41.360319,Foggia
1522,31.68457,28.988922,Tebbin 500
258,16.171875,41.120746,Andria
1523,31.014404,29.363027,W. Houf
259,15.952148,40.078071,Laino
1525,30.838623,29.64032,Haram
260,15.996094,39.993956,Rotonda
1526,30.783691,29.544788,Hadaba
1527,31.179199,29.688053,N. Metro
261,16.534424,40.287907,Pisticci
1528,31.113281,29.563902,A. Sera
1529,31.179199,29.458731,Basat
262,16.655273,40.597271,Matera
1530,31.717529,29.850173,Saqr
263,17.995605,40.57224,Brindisi /S.
1531,31.552734,29.554345,Stad
264,17.08374,39.036253,Scandale
1532,31.673584,29.458731,Cairo E.
265,17.20459,40.505446,Taranto
7619,2.59216398261248,36.5283227131471,
1533,31.486816,29.382175,Mokatem
266,17.731934,40.613952,Brindisi P.
1534,31.651611,29.22889,Katamia
1535,31.904297,29.745302,Cairo New
1536,32.047119,29.563902,Suez STL
267,17.86377,40.522151,Brindisi /S.
1537,31.992188,29.477861,Suez CEM
1538,32.211914,29.22889,EZZ STL
268,17.852783,40.655639,Brindisi /N.
1539,32.431641,29.238477,Swedy
1540,31.959229,28.786918,K. Kalsuom
1541,32.365723,28.758028,Econ.1
269,18.171387,39.97712,Galatina
1542,32.299805,28.960089,Econ.2
270,18.094482,39.993956,Galatina
1543,30.893555,30.855079,I. Baroud
273,12.436523,41.828642,S.Paolo
1544,31.135254,30.902225,K. Zauat
274,12.634277,41.746726,unknown
1545,32.244873,30.977609,Petl
276,8.99780299999999,39.036253,Sarlux
1547,31.047363,29.468297,Tora
1548,30.904541,29.783449,Shobra
278,16.018066,39.783213,Altomonte
1549,30.882568,28.863918,Demo
729,34.716797,31.784217,unknown
279,15.556641,41.162114,Candela
1551,33.925781,31.128199,Al'afrsh
730,34.958496,32.063956,unknown
280,16.633301,41.112469,unknown
1553,33.409424,31.109389,B.Elabed
281,16.633301,38.899583,Magisano
1554,33.079834,31.128199,Pt. Said East
1556,32.816162,31.015279, 
292,15.018311,41.983994,Termoli Energia
731,34.749756,31.475524,unknown
1557,32.178955,29.554345, 
294,15.216064,29.745302, 
1559,32.585449,29.027355,Suez Golf
299,21.522217,42.016652,Skopje 1
1561,32.651367,28.796546,Sukhna
733,12.897949,41.393294,Latina
300,20.841064,41.697526,Vrutok
734,-0.823974999999992,41.26955,Belchite
1562,32.904053,28.439714,Zafarana
301,22.137451,41.566142,Dubrovo
1564,33.826904,26.716174,Safaga
736,-0.823974999999992,40.84706,Valdeconejos
302,21.478271,41.046217,Bitola
1566,32.387695,31.222197,Pt. Said
303,22.214355,41.853196,Stip
737,-0.911864999999989,40.763901,S. Costera
1567,31.783447,31.128199,Gamalia
304,37.727051,36.253133,G
738,-0.560302999999993,39.010648,Valle del Carcer
1568,31.970215,31.043522,Trust
311,3.10913100000001,39.850721,Murterar
739,-0.417480000000009,39.138582,Alcira
1572,31.530762,31.391158,Domiat
315,1.58203099999999,41.483891,Pierola
1574,30.421143,31.372399,A.Qir
740,-1.329346,39.470125,Godelleta
316,-0.802002000000004,37.605528,Fausita
1575,30.300293,31.184609,Semo
1576,29.696045,31.015279,Dehk
317,-1.07666000000001,37.744657,La Asomada
1578,29.267578,30.807911,S.Karir
741,29.179688,41.004775,Küçükbakkalköy
318,-0.703124999999998,38.771216,Benejama
1579,28.322754,31.034108,Dabaa
742,32.585449,39.901309,Bağlum
744,19.511719,41.975827,V. Dejes
319,-0.538330000000004,38.5997,Xixona
1581,30.750732,31.297328,Aatf
1582,31.14624,31.512996,Domiat West
321,-0.823974999999992,37.770715,N. Hoya Morena
747,-0.417480000000009,39.529467,P. Central
322,-1.142578,38.281313,Rocamora
7620,2.61434008412857,36.5368079039058,
748,42.780762,36.949892,Zakho
323,-0.538330000000004,38.462192,San Vicente
749,-1.16455100000001,41.327326,Cabezo de San Roque
1583,31.431885,30.968189,Samanod
324,-0.670166000000004,38.177751,Rojales
1584,32.431641,29.916852,Ataqa
750,-1.39526399999999,41.648288,Jalón
325,-0.703124999999998,38.573938,Petrel
1585,31.574707,29.697597,Matar
1586,31.376953,29.697597, 
751,-0.230713000000006,39.75788,Morvedre
326,0.142822000000005,40.212441,El Ingenio
1587,30.9375,29.238477,Tebbin
327,0.0329589999999936,40.036027,Castello
1588,30.915527,29.61167,Giza
328,-0.878905999999996,39.138582,M. Cortes
1589,32.629395,28.449374,Zafarana 2
752,1.92260700000001,41.697526,Can Barba
1591,30.915527,28.738764,B.Suef West
7572,12.1406619422848,42.0339873028695,
753,2.27417000000001,41.607228,Gramanet
1592,33.299561,28.0235,Ros Ghorib
7573,23.2796336119606,38.2115570167441,
329,-1.362305,39.206719,Confrentes
1595,34.683838,28.168875, 
754,2.340088,41.672912,Sant Fost
1596,28.981934,25.898762,Blat
330,-0.802002000000004,39.198205,Cortes II
7580,2.72460899999999,41.902277,
331,-0.483397999999997,39.444678,Torrente
1597,28.092041,26.12585,Moot
7581,3.05692110622012,42.0271249766263,
1598,21.643066,32.87036,Baida
1599,20.269775,31.840233, 
757,19.786377,41.623655,Titan
1600,20.500488,31.905541,Bengazi South
758,19.830322,41.533254,F. Kruje
1601,20.379639,31.980123, 
1602,6.74560499999999,35.012002,Zribet Hamed
763,20.43457,40.772222,Moglice
332,-0.538330000000004,39.257778,Catadau
1603,-0.999755999999991,35.603719,Boutlelis
764,20.324707,40.938415,Kokel
1838,-8.23974600000001,41.021355,Carrapatelo
765,19.467773,40.497092,Vlore
1604,0.175780999999998,35.835628,Sirat
766,30.410156,40.237605,AKSA Göynük
1605,-0.0439449999999986,35.701917,Mactaa
333,-0.38452099999999,39.223743,Bernat
767,29.608154,40.938415,Makine OSB
334,-0.747069999999996,39.67337,La Eliana
1606,-1.054688,34.587997,Ben Badis 2
768,35.639648,38.427774,Tufanbeyli
769,36.090088,36.985003,Atakaş
335,-0.714111000000002,40.871988,C.T. Escucha
771,16.116943,40.32142,Aliano
1608,33.024902,27.702984,Elziet 2
336,-0.230713000000006,40.128491,La Plana
772,15.062256,40.938415,Avellino
773,15.457764,40.896906,Bisaccia
774,16.45752,38.779781,Maida
337,-0.362549000000006,41.062786,Teruel
1609,35.167236,30.002517,Aqaba North
775,15.46875,38.143198,Villafranca
338,-0.461426000000012,41.310824,Escatrón
776,15.776367,38.177751,Scilla
1610,35.672607,32.063956,Amman West
777,19.599609,41.746726,Kolacem
339,-0.296630999999993,41.170384,Aragon
340,0.549316000000009,41.137296,Asco
778,1.38427700000001,41.319076,Begues
1611,35.804443,31.896214,Bayader
1612,35.859375,31.924193,Abdoun
341,0.505371000000011,40.763901,Vandellos
779,1.97753899999999,41.574361,Can Jardi
1613,41.143799,36.774092,Has.2
342,0.417480000000009,41.228249,Riba Roja
780,1.84570299999999,41.533254,Rubi
1614,2.85644499999999,36.650793,Inj. Ben Aknoun
343,0.241699000000011,41.352072,Mequinenza
1615,2.23022499999999,36.456636,A.E. Ain
1616,2.66967800000001,36.385913,Boufarik 2
344,-0.747069999999996,41.71393,Peñaflor
781,1.74682600000001,41.261291,Viladecans
1617,3.06518600000001,36.438961,Arbaa
782,1.362305,41.178654,Garraf
1618,2.37304699999999,36.571424,Htatba
345,-1.30737299999999,41.771312,Entrerrios
1619,2.559814,36.553775,Mazafran
783,0.747069999999996,40.888601,Bellissens
1620,2.88940400000001,36.73008,Tafourah 2
346,-1.010742,41.5497,Montetorrero
784,0.90087900000001,40.979898,Constanti
1621,3.16406199999999,36.553775,Rouiba
7574,24.3514883301598,42.033376852244,
785,0.845947000000002,40.921814,Tarragona
1835,-8.38256799999999,40.622292,Mourisca
1622,2.735596,36.641978,Ain Benian 2
347,-1.03271500000001,41.763117,Villanueva
7582,-0.856934000000011,41.631867,
1623,3.28491200000001,36.580247,Alger Est
348,0.208739999999992,41.910453,Monzón
786,1.768799,41.71393,Mas Figueras
1624,3.625488,36.800488,Ras Djinet
787,2.05444300000001,41.418015,Barcelona area
1625,3.010254,36.589068,Kouba
1626,3.405762,36.624345,Tidjelabine
791,1.26342799999999,41.795888,Pujalt
1627,3.03222699999999,36.677231,Hamma
1630,2.296143,36.332828,El Affroun
792,-0.208739999999992,40.002372,Assegador
793,-0.944824000000009,40.086477,El Campo
1631,3.85620100000001,36.70366,Sidi Naamane
1632,4.05395499999999,36.456636,Illiten 2
795,1.494141,38.985033,Torrent
1633,5.71289100000001,36.509636,Ain Essebt
796,1.461182,38.719805,Formentera
1634,5.67993199999999,34.007135,El Berd
1635,6.52587899999999,33.550551,El Oued
349,0.593262000000012,41.590797,Mangraners
797,1.417236,38.916682,Ibiza
1637,34.552002,25.591994,Elqsier
350,2.559814,39.639538,Valldurgent
798,4.09789999999999,39.985538,Mercadal
1638,35.090332,24.507143,Marsa Aalm
351,2.867432,39.67337,San Orlandis
1639,35.310059,23.775291,Shalati
352,2.702637,39.749434,Son Reus
799,4.27368199999999,39.926588,Mahon
1644,-0.274658000000005,35.791083,Marsat Poste
1646,0.175780999999998,36.040216,Mostaganem
1647,0.966796999999997,35.880149,Oued R'Hiou
1648,4.53735399999999,36.447799,Akbou 400
1836,-8.55834999999999,41.071069,Prelada
353,3.19702100000001,39.588757,Es Bessons
800,4.196777,39.867588,Dragonera
1649,6.47094700000001,36.782892,El Milia
802,20.192871,41.967659,Peshqesh
354,3.02124000000001,39.75788,Llubi
1650,7.998047,34.921971,Oglet Ouled Mahboub
803,-0.318604000000007,39.300299,Benicull
355,1.56005900000001,41.943149,Calders
1651,6.25122100000001,34.822823,Sidi Okba
804,-0.186768000000007,38.865375,Sancho Llop
356,1.87866200000001,41.812267,Sentmenat
805,31.245117,22.553147,Toskat South West
1652,2.966309,34.052659,Laghouat 400
806,31.289062,22.745789,Toskat North West
357,2.340088,42.024814,Vic
1653,-0.878905999999996,37.996163,Balsicas
807,31.431885,23.089838,local
1654,-0.681152000000009,38.091337,Torrevieja
358,2.208252,41.8941,Centelles
808,34.771729,29.430029,Taba South West
1655,-0.736083999999991,38.22955,Saladas
809,32.541504,26.194877,Awlad Amr South West
359,2.438965,41.853196,S. Celoni
1656,3.85620100000001,39.935013,Ciudadela
810,20.115967,30.958769,Qaryat PP
1657,26.553955,40.354917,Sütlüce
360,2.85644499999999,41.902277,Bescano
1658,26.564941,38.453589,Çeşme RES
361,3.098145,42.000325,Juia
811,16.051025,29.305561,Hun North East
1660,30.498047,39.325799,Eskişehir 3
362,-0.351561999999997,39.470125,F. S. Luis
812,25.037842,31.597253,Local
1661,37.628174,40.921814,Ordu
813,24.136963,31.961484,Local
363,0.867919999999991,41.409776,Montblanc
1662,41.066895,40.472024,Y. Tortum
1664,24.532471,38.013476,Livadi
365,-0.90087900000001,41.442726,Maria de Huerva
814,22.587891,32.778038,Darna
1665,24.884033,37.796763,Andros
366,-1.010742,41.343825,Los Vientos
815,20.083008,31.886887,Bangazi West
