ID,BUS_ID,CIRCUITS,DC,LENGTH_M,SHAPE_LENG,SYMBOL,T9_CODE,UNDERGROUND,VISIBLE,VOLTAGE
1181,992,1,False,80038.269209554,0,"380-400 kV Transmission Line Under Construction, 1 Circuit", ,False,1.0,380
11875,4,1,False,119309.010354,,,,False,,380
991,993,2,False,49736.5494732312,0,"220 kV Transmission Line, 2 Circuits", ,False,1.0,220
990,993,2,False,9325.23946017889,0,"220 kV Transmission Line, 2 Circuits", ,False,1.0,220
11,5,2,False,59205.386857,59205.386857,"380-400 kV Transmission Line, 2 Circuits",0,False,1.0,380
988,994,1,False,52718.9236110712,0,"380-400 kV Transmission Line, 1 Circuit", ,False,1.0,380
10,6,2,False,91727.865688,91727.865688,"380-400 kV Transmission Line, 2 Circuits",0,False,1.0,380
1324,995,1,False,135249.299347149,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
970,995,1,False,35451.7282053713,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
998,995,1,False,177724.996409871,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
966,995,1,False,27353.8749373926,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
977,995,1,False,29011.2735985476,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1325,995,1,False,22694.8455725191,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
976,995,1,False,19823.0456043461,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1007,995,1,False,90101.9042870898,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
8,8,1,False,30118.378222,30118.378222,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
7,8,1,False,26997.853814,26997.853814,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
971,996,1,False,25721.6276787443,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
6,9,1,False,19562.699136,19562.699136,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
9,9,1,False,42833.623663,42833.623663,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
981,997,1,False,43462.8610736418,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
984,998,1,False,140157.963924151,0,"380-400 kV Transmission Line, 1 Circuit", ,False,1.0,380
1327,998,1,False,73638.0529682798,0,"380-400 kV Transmission Line, 1 Circuit", ,False,1.0,380
16,10,1,False,115648.201433,115648.201433,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
14,10,1,False,143142.850313,143142.850313,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
1037,999,1,False,42975.1011658433,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1040,999,2,False,15069.3451967004,0,"220 kV Transmission Line, 2 Circuits", ,False,1.0,220
17,12,1,False,106873.770162,106873.770162,"300-330 kV Transmission Line, 1 Circuit",1,False,1.0,300
1183,1000,1,False,118144.907617925,0,"380-400 kV Transmission Line, 1 Circuit", ,False,1.0,380
1179,1000,1,False,29378.8173581621,0,"380-400 kV Transmission Line, 1 Circuit", ,False,1.0,380
1012,1000,1,False,44111.7257764698,0,"380-400 kV Transmission Line, 1 Circuit", ,False,1.0,380
989,1001,1,False,20720.4228871644,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1455,1002,1,False,7106.59160431816,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1361,1002,2,False,10883.2250654552,0,"220 kV Transmission Line, 2 Circuits", ,False,1.0,220
10174,6763,1,False,72906.799272,,,,False,,220
19,15,1,False,77606.62118,77606.62118,"380-400 kV Transmission Line, 1 Circuit",1,False,1.0,380
1339,1004,1,False,22632.1691146798,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1354,1004,2,False,34654.8551965696,0,"220 kV Transmission Line, 2 Circuits", ,False,1.0,220
1026,1006,1,False,11707.4758189908,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1332,1006,1,False,14971.2658462936,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
20,18,1,False,85021.983295,85021.983295,"132-150 kV Transmission Line, 1 Circuit",1,False,1.0,132
1025,1007,1,False,123382.466394294,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1331,1007,1,False,15197.1683282191,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
103,1008,1,False,230798.409599,233104.012821,"380-400 kV Transmission Line, 1 Circuit",1,False,1.0,380
1166,1009,2,False,11052.2422316532,0,"220 kV Transmission Line, 2 Circuits", ,False,1.0,220
1169,1009,1,False,99693.3232873664,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1430,1010,1,False,258578.980242192,0,"380-400 kV Transmission Line, 1 Circuit", ,False,1.0,380
982,1010,1,False,129903.427188651,0,"380-400 kV Transmission Line, 1 Circuit", ,False,1.0,380
2699,1011,1,False,60059.745466,60789.933534,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
2694,1011,1,False,103317.103467,104157.648832,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
21,20,1,False,43077.290028,43077.290028,"132-150 kV Transmission Line, 1 Circuit",1,False,1.0,132
1013,1012,1,False,68947.7101885489,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
553,1012,1,False,80606.6326092695,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1340,1013,1,False,67583.9455170198,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1004,1013,1,False,53553.3541321807,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
18,21,1,False,30098.851702,30098.851702,"132-150 kV Transmission Line, 1 Circuit",1,False,1.0,132
126,1014,1,False,41224.0912149052,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1329,1014,1,False,109599.040559405,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1322,1016,1,False,13298.78053961,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1355,1017,1,False,10594.135276063,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1170,1017,1,False,36650.0030629691,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1337,1018,1,False,37726.2315288228,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1167,1018,1,False,74040.4279839047,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1334,1019,1,False,51702.6119136892,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1333,1019,1,False,14039.7996673995,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
624,1019,1,False,17785.065000134,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1171,1020,1,False,46441.5954318508,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
419,6723,2,False,9256.04454,15376.744509,"380-400 kV Transmission Line Under Construction, 2 Circuits",0,False,1.0,380
9960,6723,1,False,118253.805148,,,,False,,380
1859,1021,1,False,45520.7484717914,0,"220 kV Transmission Line Under Construction, 1 Circuit", ,False,1.0,220
1168,1021,1,False,73469.7377095038,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
978,1021,1,False,94962.2280970371,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
9942,6724,1,False,54371.008651,,,,False,,380
422,6724,2,False,24959.799062,17185.895387,"380-400 kV Transmission Line, 2 Circuits",0,False,1.0,380
9941,6724,1,False,54371.008651,,,,False,,380
1353,1022,1,False,28727.0873918656,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1352,1022,1,False,14737.9722290971,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1173,1022,1,False,38001.2757504972,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
987,1023,1,False,60630.9904668801,0,"380-400 kV Transmission Line, 1 Circuit", ,False,1.0,380
430,6725,1,False,9923.732367,23610.4077,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
31,28,1,False,43498.470134,43498.470134,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
1160,1024,1,False,92790.179101,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
275,1025,1,False,55663.096002,40451.336498,"380-400 kV Transmission Line Under Construction, 1 Circuit",1,False,1.0,380
26,29,1,False,60020.844798,60020.844798,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
964,1026,2,False,20974.0760397629,0,"220 kV Transmission Line, 2 Circuits", ,False,1.0,220
1022,1026,1,False,13447.4878919425,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1344,1027,1,False,50472.9796510447,0,"380-400 kV Transmission Line, 1 Circuit", ,False,1.0,380
29,30,2,False,109675.041572,109675.041572,"380-400 kV Transmission Line, 2 Circuits",0,False,1.0,380
1014,1028,2,False,40827.6985583203,0,"220 kV Transmission Line, 2 Circuits", ,False,1.0,220
1010,1028,1,False,65627.6832506454,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1175,1028,1,False,25404.3686343741,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1177,1028,1,False,25404.3686343741,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1009,1028,1,False,83283.6177529181,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1002,1029,1,False,29171.6161593038,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1356,1029,1,False,30039.0633689552,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
28,32,1,False,71594.407507,71594.407507,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
33,34,1,False,36300.891474,17997.355522,"132-150 kV Transmission Line Under Construction, 1 Circuit",0,False,1.0,132
1520,34,1,False,18686.2439847772,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
49,34,1,False,19055.696878,12358.46859,"132-150 kV Transmission Line, 1 Circuit",1,False,1.0,132
1219,1037,2,False,50272.0063653822,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1187,1038,2,False,29996.2288498248,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1188,1038,2,False,83425.8212501415,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1301,1039,2,False,45290.8067980073,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1431,1039,2,False,44368.9880125942,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1185,1040,2,False,238493.488142893,0,"380-400 kV Transmission Line, 2 Circuits", ,False,1.0,380
1194,1041,2,False,27632.0066054916,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1217,1042,2,False,21923.2869285708,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1845,1043,2,False,51699.8229333576,0,"380-400 kV Transmission Line Under Construction, 2 Circuits", ,False,1.0,380
1432,1044,1,False,21210.1342105291,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
2097,6764,1,False,53927.26432,0,"380-400 kV Transmission Line Under Construction, 1 Circuit", ,False,1.0,380
2096,6764,1,False,41387.874023,0,"380-400 kV Transmission Line, 1 Circuit", ,False,1.0,380
1193,1046,2,False,71244.5660380769,0,"380-400 kV Transmission Line, 2 Circuits", ,False,1.0,380
58,42,2,False,21025.590539,21025.590539,"380-400 kV Transmission Line, 2 Circuits",0,False,1.0,380
9828,1048,2,False,19981.7652883849,,,,False,,380
1856,1048,1,False,184968.275955,0,"380-400 kV Transmission Line Under Construction, 1 Circuit", ,False,1.0,380
1216,1049,1,False,13594.5708174538,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
1207,1050,2,False,76847.3994368034,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1306,1051,1,False,28556.0936718516,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
1017,1052,1,False,28791.8612307723,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1437,1053,1,False,22290.8586120982,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
70,45,2,False,34211.483835,34211.483835,"380-400 kV Transmission Line, 2 Circuits",0,False,1.0,380
1307,1056,1,False,14847.3188706097,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
1218,1056,1,False,14834.7919432791,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
1201,1056,1,False,29946.0449619023,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
1197,1057,2,False,13823.4519738357,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1195,1057,1,False,45643.5784463816,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
1304,1057,1,False,59182.2597888975,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
78,47,1,False,210101.786471,210101.786471,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
71,48,1,False,149958.205454,149958.205454,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
1203,1059,1,False,33087.6311799792,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
1414,1060,1,False,8000.13007023751,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
1204,1060,1,False,42218.8203457749,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
9829,1061,2,False,27905.4981959653,,,,False,,380
992,1061,1,False,145502.300299887,0,"380-400 kV Transmission Line, 1 Circuit", ,False,1.0,380
1210,1062,2,False,32927.8276299486,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1209,1063,2,False,49709.6655257037,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1208,1063,2,False,106489.450094209,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1427,1064,2,False,15842.9422470868,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1196,1064,2,False,18663.666236204,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1200,1065,1,False,17673.5748560119,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
1214,1065,1,False,15253.9067834881,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
80,52,1,False,80082.265748,80082.265748,"380-400 kV Transmission Line Under Construction, 1 Circuit",0,False,1.0,380
10172,6765,1,False,72906.799272,,,,False,,220
10173,6765,1,False,72906.799272,,,,False,,220
1308,1066,2,False,9449.20433153994,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1199,1067,2,False,29329.8152359731,0,"380-400 kV Transmission Line, 2 Circuits", ,False,1.0,380
1159,1068,1,False,26281.6176579929,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
11032,6726,1,False,109951.187479,,,,False,,380
11033,6726,1,False,109951.187479,,,,False,,380
440,6726,1,False,109951.187479,109951.187479,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
1043,1069,1,False,30006.3798170544,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
11036,6727,1,False,72852.509774,,,,False,,380
443,6727,1,False,72852.509774,72852.509774,"380-400 kV Transmission Line, 1 Circuit",1,False,1.0,380
11035,6727,1,False,72852.509774,,,,False,,380
1044,1070,1,False,70833.8269943612,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
1241,1070,1,False,40095.9775241486,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
74,54,1,True,379696.852613,379696.852613,"DC-Line, 1 Circuit",0,False,1.0,
1045,1071,1,False,44275.1372328914,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
1162,1072,1,False,77070.7579458235,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1161,1072,1,False,57630.3444690286,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1163,1073,1,False,20172.8548342963,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1164,1073,1,False,20172.8548342962,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1165,1074,1,False,15541.7739591083,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
617,1075,1,False,11351.4041076556,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
82,57,1,False,142760.966697,142760.966697,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
1172,1076,1,False,29808.4465442486,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1176,1077,1,False,28401.3840461979,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1454,1077,1,False,9162.75275443229,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
79,58,1,False,210685.990456,210685.990456,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
81,58,1,False,134700.366805,134700.366805,"380-400 kV Transmission Line Under Construction, 1 Circuit",0,False,1.0,380
83,58,1,False,36344.648241,36344.648241,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
91,58,1,False,15893.689098,15893.689098,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
983,1079,1,False,52436.0610313237,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1189,1080,2,False,20500.6761680882,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1190,1080,2,False,17662.9511370889,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
89,59,1,False,75419.403125,75419.403125,"380-400 kV Transmission Line Under Construction, 1 Circuit",0,False,1.0,380
87,59,1,False,64234.324892,64234.324892,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
1191,1081,2,False,70392.9071650511,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1211,1082,2,False,9504.4749279403,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1206,1082,2,False,16542.4672876462,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
84,60,1,False,77520.799074,77520.799074,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
1192,1083,2,False,52080.6093317955,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1215,1083,2,False,50566.6344972039,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
86,61,1,False,14316.489451,14316.489451,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
1230,1084,1,False,45843.2341630708,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1232,1084,1,False,14228.3057770819,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
85,62,1,False,14636.264614,14636.264614,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
826,1085,1,False,10289.7215964863,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
827,1085,1,False,13566.4070842255,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1231,1085,1,False,12072.6004579639,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
88,63,1,False,65935.477651,65935.477651,"380-400 kV Transmission Line Under Construction, 1 Circuit",0,False,1.0,380
1234,1086,1,False,20855.2938384518,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
828,1086,1,False,15010.1611251985,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
2098,6766,1,False,49779.776624,0,"380-400 kV Transmission Line Under Construction, 1 Circuit", ,False,1.0,380
1251,6766,1,False,85818.716742,0,"380-400 kV Transmission Line, 1 Circuit", ,False,1.0,380
90,65,1,False,91973.792464,91973.792464,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
95,66,1,False,20839.017998,20839.017998,"380-400 kV Transmission Line, 1 Circuit",0,False,1.0,380
10169,6767,2,False,45268.795402,,,,False,,220
2122,6767,1,False,15193.013262,0,"220 kV Transmission Line Under Construction, 1 Circuit", ,False,1.0,220
2197,6768,2,False,8137.202198,0,"220 kV Transmission Line, 2 Circuits", ,False,1.0,220
12024,6768,1,False,31754.686337,,,,False,,220
11692,6768,1,False,37547.877217,,,,False,,220
1227,1087,1,False,22998.3417725958,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
1378,1088,1,False,115150.787411817,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
836,1088,1,False,19950.4211215801,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
121,69,1,False,37111.540045,11659.471464,"132-150 kV Transmission Line, 1 Circuit",0,False,1.0,132
1205,1089,2,False,28583.722465239,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
681,71,1,False,22945.625491,8829.458486,"132-150 kV Transmission Line, 1 Circuit",0,False,1.0,132
1433,1091,2,False,10088.4111840926,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1446,1091,2,False,46361.4432490743,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1198,1091,2,False,38378.0273137546,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
116,72,1,False,10245.83972,10245.83972,"132-150 kV Transmission Line, 1 Circuit",0,False,1.0,132
1303,1092,2,False,25684.3087758031,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1302,1092,2,False,23408.1384573316,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1851,1093,2,False,29152.2587250835,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1309,1093,2,False,6235.93186762529,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1451,1093,2,False,14886.364771531,0,"132-150 kV Transmission Line, 2 Circuits", ,False,1.0,132
1137,1094,1,False,17452.7574834811,0,"132-150 kV Transmission Line, 1 Circuit", ,False,1.0,132
965,1095,1,False,54029.9885867555,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1348,1095,1,False,17897.8284802601,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1459,1095,1,False,73041.6462119774,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1033,1095,2,False,33941.9931135896,0,"220 kV Transmission Line, 2 Circuits", ,False,1.0,220
1349,1095,2,False,10753.3455768628,0,"220 kV Transmission Line, 2 Circuits", ,False,1.0,220
1000,1095,1,False,25408.0171551757,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
985,1096,2,False,63699.2088977815,0,"380-400 kV Transmission Line, 2 Circuits", ,False,1.0,380
1328,1096,1,False,149620.484749837,0,"380-400 kV Transmission Line, 1 Circuit", ,False,1.0,380
123,76,1,False,39873.912386,39873.912386,"132-150 kV Transmission Line, 1 Circuit",0,False,1.0,132
1038,1097,1,False,48394.1578227783,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
114,77,1,False,22053.70597,11457.24921,"132-150 kV Transmission Line, 1 Circuit",0,False,1.0,132
1330,1098,1,False,9029.47718935551,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1178,1098,1,False,12151.0024350504,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
1336,1099,2,False,40454.9469438766,0,"220 kV Transmission Line, 2 Circuits", ,False,1.0,220
115,78,1,False,15633.267701,15633.267701,"132-150 kV Transmission Line, 1 Circuit",0,False,1.0,132
124,78,1,False,17920.398261,8829.458486,"132-150 kV Transmission Line, 1 Circuit",0,False,1.0,132
1338,1100,1,False,16201.7880655024,0,"220 kV Transmission Line, 1 Circuit", ,False,1.0,220
