ID,STATION_ID,CATEGORY,LONGITUDE,LATITUDE,MB_SYMBOL,NAME_ENG,NAME_NAT,SYMBOL,TSO,VISIBLE,VOLTAGE
1010,1180,0,40.045166,35.245619,substation,Taiym, ,Substation, ,1,380
1011,1181,,-8.82202099999999,38.582526,substation,Palmela, ,Substation,,1,380
20,25,,44.099121,38.942321,substation,D.Beyazit, ,Substation,,1,132
1012,1182,0,40.682373,34.741612,substation,Dwear, ,Substation, ,1,220
1013,1183,0,38.078613,36.013561,substation,Maskanah E, ,Substation, ,1,220
21,26,,48.702393,41.599013,substation,unknown, ,Substation,,1,132
1014,1184,0,38.17749,36.377068,substation,Tshreen PP, ,Substation, ,1,220
1015,1184,0,38.17749,36.377068,substation,Tshreen PP, ,Substation, ,1,380
22,27,,44.055176,40.838749,substation,unknown,unknown,Substation,,1,380
1016,1185,0,38.265381,36.279707,substation,Tshreen, ,Substation, ,1,220
23,28,0,10.140381,36.73008,substation,Tunis, ,Substation, ,1,132
1017,1186,0,38.012695,36.093499,substation,Maskanah W, ,Substation, ,1,220
1018,1187,0,37.353516,36.332828,substation,Inds. 1, ,Substation, ,1,220
24,29,,35.046387,32.500496,substation,unknown, ,Substation,,1,132
25,29,,35.046387,32.500496,substation,unknown, ,Substation,,1,380
1019,1188,0,37.155762,36.315125,substation,B, ,Substation, ,1,220
26,30,,8.492432,40.522151,substation,Ittiri, ,Substation,,1,380
1020,1189,0,36.694336,35.666222,substation,Maarat an-Numan NE, ,Substation, ,1,220
6723,7564,,-0.977046660853815,37.9617462863245,,,,joint,,,380
1021,1190,0,38.858643,36.368222,substation,Mabroka, ,Substation, ,1,220
6724,7565,,-0.76904300000001,39.436193,,,,joint,,,380
1022,1191,0,36.914062,36.049099,substation,Aleppo W, ,Substation, ,1,220
1023,1191,0,36.914062,36.049099,substation,Aleppo W, ,Substation, ,1,380
6725,7566,,-0.296630999999993,40.195659,,,,joint,,,380
1486,1788,,2.49389600000001,39.563353,converter,Santa Ponsa, ,Converter Station,,1,220
27,31,0,15.249023,30.836215,substation, , ,Substation, ,1,220
28,32,,43.26416,35.995785,substation,Mosul, ,Substation,,1,380
1024,1192,0,42.121582,36.949892,substation,Swedieh PP, ,Substation, ,1,220
1025,1192,0,42.121582,36.949892,substation,Swedieh PP, ,Substation, ,1,380
29,33,,42.758789,36.332828,substation,Saddam Dam, ,Substation,,1,380
1026,1193,0,35.947266,35.585852,substation,Latakia E, ,Substation, ,1,220
1027,1193,0,35.947266,35.585852,substation,Latakia E, ,Substation, ,1,380
30,34,,43.406982,35.083956,substation,Baji, ,Substation,,1,380
1028,1194,0,36.68335,33.413102,substation,Tishren PP, ,Substation, ,1,220
1029,1195,0,38.781738,35.826721,substation,Baath Power Plant / Sub, ,Substation, ,1,220
31,35,,42.1875,34.397845,substation,Qaim, ,Substation,,1,380
1030,1196,0,36.276855,32.147711,substation,Dhuliel, ,Substation, ,1,132
1031,1197,0,36.057129,32.333559,substation,Rehab, ,Substation, ,1,132
32,36,,42.868652,34.615127,substation,Qadessiya, ,Substation,,1,380
1032,1198,0,38.199463,32.49123,substation,Ruwished, ,Substation, ,1,132
1033,1199,0,36.013184,31.222197,substation,Qatrana SW, ,Substation, ,1,132
1034,1199,0,36.013184,31.222197,substation,Qatrana SW, ,Substation, ,1,380
33,42,,35.36499,32.481963,substation_cons,Jenin, ,"Substation, under construction",,1,132
1035,1200,0,35.079346,29.726222,substation,Aqaba N A2, ,Substation, ,1,132
34,43,,35.079346,32.333559,substation_cons,Tul karm, ,"Substation, under construction",,1,132
1036,1201,0,36.134033,29.926374,substation,Shedia, ,Substation, ,1,132
1037,1202,0,35.727539,30.211608,substation,Ma'an, ,Substation, ,1,132
35,46,,34.760742,31.147006,substation,Beer Sheva, ,Substation,,1,132
36,46,,34.760742,31.147006,substation,Beer Sheva, ,Substation,,1,380
1038,1203,0,35.299072,29.716681,substation,Quweira, ,Substation, ,1,132
1039,1204,0,35.068359,29.391748,substation,Aqaba Power Plant, ,Substation, ,1,132
1040,1204,0,35.068359,29.391748,substation,Aqaba Power Plant, ,Substation, ,1,380
37,47,,35.310059,30.892797,substation,Sdom, ,Substation,,1,132
1041,1205,0,35.727539,31.17521,substation,Karak E, ,Substation, ,1,132
38,48,,34.936523,29.52567,substation,Eilat, ,Substation,,1,132
1042,1206,0,35.518799,31.090574,substation,Safi N PP, ,Substation, ,1,132
1043,1206,0,35.518799,31.090574,substation,Safi N PP, ,Substation, ,1,380
39,49,,34.562988,31.681433,substation,Ashkelon, ,Substation,,1,132
40,49,,34.562988,31.681433,substation,Ashkelon, ,Substation,,1,380
1044,1207,0,36.123047,31.334871,substation,Cement Factory Sub, ,Substation, ,1,132
1045,1208,0,35.881348,31.830899,substation,Amman South, ,Substation, ,1,132
1046,1208,0,35.881348,31.830899,substation,Amman South, ,Substation, ,1,380
41,51,,34.727783,31.961484,substation,Ashdod, ,Substation,,1,380
42,53,,34.94751,32.639375,substation,Hadera, ,Substation,,1,380
1047,1209,0,36.079102,31.896214,substation,Amman East, ,Substation, ,1,132
1048,1209,0,36.079102,31.896214,substation,Amman East, ,Substation, ,1,380
1049,1210,0,36.02417,31.812229,substation,Sahab, ,Substation, ,1,132
1050,1211,0,39.012451,32.574592,substation,El-Risha Power Plant / SUb, ,Substation, ,1,132
43,55,,34.881592,32.194209,substation,Tel-Aviv, ,Substation,,1,380
1051,1212,0,35.870361,32.537552,substation,Irbid, ,Substation, ,1,132
1052,1212,0,35.870361,32.537552,substation,Irbid, ,Substation, ,1,220
44,57,,35.134277,32.898038,substation,Zvulun, ,Substation,,1,380
1053,1213,0,36.474609,32.259265,substation,Sahab, ,Substation, ,1,132
45,64,,35.441895,32.98102,substation,Tiberias, ,Substation,,1,380
1054,1214,0,36.760254,31.868228,substation,Azraq, ,Substation, ,1,132
1055,1215,0,36.23291,31.961484,substation,Al Zarqa SE, ,Substation, ,1,132
46,65,,38.913574,23.513626,substation,Rabigh, ,Substation,,1,380
1056,1216,0,36.14502,32.073266,substation,Al Zarqa, ,Substation, ,1,132
1057,1217,0,35.947266,31.718822,substation,Alia Airport, ,Substation, ,1,132
47,66,,37.540283,24.786735,substation,Yanbo SWCC, ,Substation,,1,380
1058,1218,0,35.584717,31.690782,substation,Suwemeh, ,Substation, ,1,132
48,67,,38.891602,24.437148,substation,Musajeed, ,Substation,,1,380
1059,1219,0,35.90332,31.980123,substation,Tareq, ,Substation, ,1,132
1060,1220,0,35.958252,32.03602,substation,Amman North, ,Substation, ,1,132
1061,1220,0,35.958252,32.03602,substation,Amman North, ,Substation, ,1,380
49,68,,39.572754,24.407138,substation,Al Munwwarah, ,Substation,,1,380
1062,1221,0,36.452637,31.728167,substation,Al Haratha, ,Substation, ,1,132
50,72,,40.155029,22.136532,substation,unknown, ,Substation,,1,380
1063,1222,0,37.122803,32.194209,substation,Safawi, ,Substation, ,1,132
1064,1223,0,35.782471,31.690782,substation,Madaba, ,Substation, ,1,132
51,73,,39.715576,21.983801,substation,Jeddah, ,Substation,,1,380
1065,1224,0,36.02417,32.49123,substation,Hassan Ind., ,Substation, ,1,132
52,77,,39.287109,22.968509,substation,Ipp, ,Substation,,1,380
6765,7604,,7.91065738606274,36.6901069138225,,,,joint,,,220
6766,7604,,7.91065738606274,36.6901069138225,,,,joint,,,380
1066,1225,0,36.199951,32.203505,substation,Samra PP, ,Substation, ,1,132
1067,1225,0,36.199951,32.203505,substation,Samra PP, ,Substation, ,1,380
53,79,,40.495605,27.955591,substation,Hail, ,Substation,,1,
1068,1226,0,9.854736,37.256566,substation,Bizerte, ,Substation, ,1,132
6726,7567,,21.7180373235039,42.03323513796,,,,joint,,,380
1069,1227,0,10.986328,35.415915,substation,Ksour Essef, ,Substation, ,1,132
6727,7568,,22.0618967750988,42.0336041748748,,,,joint,,,380
1070,1228,0,9.12963899999999,35.227672,substation,Sufetula, ,Substation, ,1,132
54,80,,39.638672,24.77676,substation,Al Madina, ,Substation,,1,
1071,1229,0,9.25048800000001,36.456636,substation,Teboursouk, ,Substation, ,1,132
1072,1230,0,41.495361,36.81808,substation,Tel Hamees, ,Substation, ,1,220
55,83,,39.506836,24.716895,substation,Al Madina, ,Substation,,1,380
1073,1231,0,40.946045,36.571424,substation,Al Bouab, ,Substation, ,1,220
1074,1232,0,40.704346,36.049099,substation,Ash Shaddadi, ,Substation, ,1,220
56,84,,39.385986,23.875792,substation,Wadi Al Fara, ,Substation,,1,380
1075,1233,0,40.759277,34.822823,substation,Surat Hafayir, ,Substation, ,1,220
57,86,,39.880371,22.755921,substation,Khulais, ,Substation,,1,380
1076,1234,0,36.68335,32.49123,substation,Salkhad, ,Substation, ,1,220
1077,1235,0,36.386719,33.477272,substation,Zahra, ,Substation, ,1,220
1078,1236,,-7.426758,38.195022,hydro_mixed,Alqueva, ,Hydro mixed pump storage,,1,380
58,87,,40.023193,22.08564,substation,unknown, ,Substation,,1,380
1079,1237,0,37.705078,34.542762,substation,At Tiace, ,Substation, ,1,220
1080,1238,0,35.024414,29.573457,substation,A2, ,Substation, ,1,132
59,88,,39.726562,21.667639,substation,Shoaibah, ,Substation,,1,380
1081,1239,0,35.639648,30.675715,substation,Rashadiya, ,Substation, ,1,132
1082,1240,0,36.123047,31.793555,substation,Mwaqar, ,Substation, ,1,132
60,89,,39.748535,22.156883,substation,unknown, ,Substation,,1,380
1083,1241,0,36.02417,30.836215,substation,Hasa, ,Substation, ,1,132
61,90,,39.715576,22.278931,substation,unknown, ,Substation,,1,380
1084,1242,0,31.376953,22.71539,substation,Islah S, ,Substation, ,1,220
62,91,,39.649658,22.23826,substation,unknown, ,Substation,,1,380
1085,1243,0,31.311035,22.624152,substation,Islah S2, ,Substation, ,1,220
63,92,,39.715576,22.03473,substation,Jeddah, ,Substation,,1,380
1086,1244,0,31.530762,22.988738,substation,Toskha N, ,Substation, ,1,220
64,93,,40.187988,21.851302,substation,unknown, ,Substation,,1,380
65,94,,40.297852,22.09582,substation,Makkah, ,Substation,,1,380
66,95,,40.407715,21.943046,substation,Al Mukarramah, ,Substation,,1,380
6767,7605,,7.481689,36.438961,,,,joint,,,220
67,96,,40.462646,21.71868,substation,Taif, ,Substation,,1,380
6768,7606,,4.3188394101187,36.535027067795,,,,joint,,,220
68,106,,33.09082,35.110922,substation,Orounda, ,Substation,,1,132
1087,1245,0,32.937012,26.02717,substation,Naaga El Shaikh Abou Azouz, ,Substation, ,1,132
1088,1246,0,34.398193,28.042895,substation,Nabq South, ,Substation, ,1,220
69,107,,33.486328,35.110922,substation,Athalassa, ,Substation,,1,132
1089,1247,0,35.705566,32.138409,substation,Subeihi, ,Substation, ,1,132
70,108,,33.321533,35.038992,substation,Tseri, ,Substation,,1,220
1090,1248,0,35.661621,32.546813,substation,Waquas, ,Substation, ,1,132
71,109,,33.387451,34.921971,substation,Alambra, ,Substation,,1,132
1091,1249,0,35.749512,32.054645,substation,Salt, ,Substation, ,1,132
72,110,,33.497314,34.903953,substation,FIZ, ,Substation,,1,132
1092,1250,0,35.782471,32.361403,substation,Ishtafina, ,Substation, ,1,132
73,111,,33.618164,34.939985,substation,Larnaca, ,Substation,,1,132
1093,1251,0,36.013184,31.905541,substation,Al Manara, ,Substation, ,1,132
74,112,,34.046631,35.029996,substation,Protaras, ,Substation,,1,132
1094,1252,0,8.69018599999999,35.746512,substation,Cimenterie oum Elklil, ,Substation, ,1,132
1095,1253,0,36.760254,35.012002,substation,Hama 2, ,Substation, ,1,220
1096,1253,0,36.760254,35.012002,substation,Hama 2, ,Substation, ,1,380
75,113,,33.024902,34.660322,substation,Polemidhia, ,Substation,,1,132
76,114,,32.607422,34.723555,substation,Anatoliko, ,Substation,,1,132
1097,1254,0,36.298828,33.669497,substation,Al Tal, ,Substation, ,1,220
77,115,,33.21167,34.732584,fossil_oil,Moni P.S., ,Fossil oil,,1,132
1098,1255,0,36.419678,33.614619,substation,K2, ,Substation, ,1,220
1099,1256,0,37.276611,36.235412,substation,Saka, ,Substation, ,1,220
78,116,,33.376465,34.759666,fossil_oil,Vasilikos P.S., ,Fossil oil,,1,132
79,116,,33.376465,34.759666,fossil_oil,Vasilikos P.S., ,Fossil oil,,1,220
1100,1257,0,37.188721,36.22655,substation,A, ,Substation, ,1,220
1101,1258,0,36.419678,35.924645,substation,Idlib 2, ,Substation, ,1,220
80,117,,33.804932,34.966999,fossil_oil,Dhekelia P.S., ,Fossil oil,,1,132
1102,1259,0,32.277832,26.234302,substation,Alumn, ,Substation, ,1,132
81,118,,25.806885,41.967659,substation,Uzundzhovo,Узунджово,Substation,,1,220
6728,7569,,12.0410159295506,42.0329739476731,,,,joint,,,380
1103,1260,0,33.793945,27.244863,substation,Elziet, ,Substation, ,1,220
82,119,,24.356689,41.99216,hydro_pure_ps,Orfey,Opфeй,Hydro pure pump storage,,1,220
1104,1261,0,33.640137,27.410786,substation, , ,Substation, ,1,220
83,120,,24.455566,41.746726,hydro_ror,Devin,Девин,Hydro run of river & pondage,,1,220
84,121,,24.32373,41.640078,hydro_ror,Teshel,Тешел,Hydro run of river & pondage,,1,220
1105,1262,0,30.838623,27.313214,substation,Assuit 500, ,Substation, ,1,220
1106,1262,0,30.838623,27.313214,substation,Assuit 500, ,Substation, ,1,500
85,125,,19.511719,41.319076,substation,Rrashbull, ,Substation,,1,220
1107,1263,0,33.222656,28.8158,substation,El Tour, ,Substation, ,1,220
86,126,,19.588623,40.780541,substation,Fier, ,Substation,,1,220
87,127,,19.610596,40.488737,substation,Babice, ,Substation,,1,220
6769,7607,,3.83422906726426,36.173356891404,,,,joint,,,220
88,128,,20.181885,41.054502,substation,Elbasan 2, ,Substation,,1,220
89,128,,20.181885,41.054502,substation,Elbasan 2, ,Substation,,1,380
6770,7608,,3.74633826813229,36.1378745669131,,,,joint,,,220
1108,1264,0,27.498779,30.87394,substation, , ,Substation, ,1,220
90,129,,19.962158,41.162114,substation,Elbasan 1, ,Substation,,1,220
1109,1265,0,24.521484,29.745302,substation, , ,Substation, ,1,132
1110,1266,0,23.884277,31.269161,substation, , ,Substation, ,1,132
91,130,,19.852295,41.385052,substation,Tirana 1, ,Substation,,1,220
1111,1267,0,21.873779,32.787275,substation,X Road, ,Substation, ,1,220
92,131,,20.203857,41.623655,substation,Burrel, ,Substation,,1,220
1112,1268,0,20.214844,31.512996,substation,Gmines, ,Substation, ,1,220
1113,1269,0,13.996582,31.793555,substation,Bani Walid NE, ,Substation, ,1,220
1114,1270,0,13.677979,32.138409,substation, , ,Substation, ,1,220
1115,1271,0,12.359619,32.602362,substation, , ,Substation, ,1,220
93,132,,19.731445,41.360319,substation,Tirana 400, ,Substation,,1,220
94,132,,19.731445,41.360319,substation,Tirana 400, ,Substation,,1,380
1116,1272,0,12.458496,32.546813,substation, , ,Substation, ,1,220
1117,1273,0,12.282715,26.529565,substation,Aoinat, ,Substation, ,1,220
95,133,,20.895996,40.622292,substation,Zemlak, ,Substation,,1,380
96,135,0,12.98584,31.868228,substation, , ,Substation, ,1,220
1118,1274,0,11.99707,31.905541,substation,Shakshouk, ,Substation, ,1,132
1119,1274,0,11.99707,31.905541,substation,Shakshouk, ,Substation, ,1,220
97,136,0,15.358887,29.954935,substation, , ,Substation, ,1,220
98,137,,9.12963899999999,41.426253,converter,Bonifacio, ,Converter Station,,1,
1120,1275,0,13.743896,31.391158,substation, , ,Substation, ,1,220
1121,1276,0,13.348389,31.391158,substation, , ,Substation, ,1,220
99,146,1,22.280273,37.422526,fossil_coal_gas_cons,Megalopoli, ,"Fossil gas, under construction",,-1,380
1122,1277,0,13.238525,32.417066,substation, , ,Substation, ,1,220
100,148,1,24.016113,38.43638,substation,Aliveri, ,Substation,,-1,380
1123,1278,0,34.848633,29.487425,substation,Towiba, ,Substation, ,1,380
101,158,-1,21.137695,39.27479,substation,Arachthos, ,Substation,,-1,380
1124,1307,0,36.265869,32.361403,substation,Mafraq, ,Substation, ,1,132
102,159,-1,21.09375,39.3173,converter,Arachthos, ,Converter Station,,-1,
1125,1335,0,10.986328,33.788279,substation,Midoun, ,Substation, ,1,132
103,160,-1,21.588135,38.659778,substation,Acheloos, ,Substation,,-1,380
1126,1346,,-8.69018599999999,37.848833,fossil_coal_hard,Sines, ,Hard coal,,1,380
104,161,-1,22.939453,40.663973,substation,Thessaloniki, ,Substation,,-1,380
1127,1350,0,10.162354,37.002553,substation,Goulette, ,Substation, ,1,220
105,162,-1,23.192139,38.462192,substation,Larymna, ,Substation,,-1,380
106,163,-1,22.70874,38.401949,substation,Distomo, ,Substation,,-1,380
1128,1359,0,35.936279,29.41089,substation,Disi, ,Substation, ,1,132
107,164,-1,21.994629,39.487085,substation,Trikala, ,Substation,,-1,380
1129,1360,0,35.81543,32.073266,substation,Al Fohes, ,Substation, ,1,132
108,165,-1,22.434082,39.529467,substation,Larissa, ,Substation,,-1,380
1130,1361,0,35.81543,31.980123,substation,University, ,Substation, ,1,132
109,166,-1,23.796387,37.857507,substation,Argyroupoli, ,Substation,,-1,380
1131,1362,0,35.925293,31.924193,substation,Al Ashrafea, ,Substation, ,1,132
110,167,-1,23.631592,37.996163,substation,Koumoundourou, ,Substation,,-1,380
1132,1363,0,36.177979,32.287133,substation,Al Rajehi Cement, ,Substation, ,1,132
111,168,-1,23.741455,38.22092,substation,Acharnes, ,Substation,,-1,380
112,169,-1,23.950195,37.926868,substation,Pallini, ,Substation,,-1,380
113,170,-1,23.928223,38.134557,substation,Ag. Stefanos, ,Substation,,-1,380
1133,1364,0,36.23291,31.774878,substation,Mwaqar Industry, ,Substation, ,1,132
114,171,-1,24.290771,40.979898,substation,Filippi, ,Substation,,-1,380
1134,1365,,-9.39331099999999,38.719805,substation,Trajouce, ,Substation,,1,220
1135,1367,0,36.342773,33.523079,substation,K1, ,Substation, ,1,220
115,174,1,21.478271,40.838749,fossil_brown_lignite,Meliti, ,Brown coal/Lignite,,-1,380
1136,1368,0,10.689697,35.648369,substation,Shaloul, ,Substation, ,1,220
116,176,-1,25.510254,41.203456,substation,N. Santa, ,Substation,,-1,380
1137,1376,0,5.789795,36.81808,fossil_mixed,Jijel, ,Mixed fuels, ,1,220
117,177,-1,23.192139,40.722283,substation,Lagadas, ,Substation,,-1,380
1138,1380,0,6.723633,36.90598,fossil_mixed,Skikda, ,Mixed fuels, ,1,220
1139,1382,0,1.97753899999999,36.5626,fossil_mixed,Hadjret Ennouss, ,Mixed fuels, ,1,380
118,178,1,23.203125,38.289937,fossil_coal_gas,Heron, ,Fossil gas,,-1,380
1140,1383,0,29.981689,25.987675,substation,Abi-Tar, ,Substation, ,1,220
119,179,-1,21.796875,38.177751,substation_cons,Patra, ,"Substation, under construction",,-1,380
1141,1393,0,35.244141,33.220308,substation,Sour, ,Substation, ,1,220
120,180,-1,22.906494,37.883525,substation_cons,Korinthos, ,"Substation, under construction",,-1,380
1142,1394,0,35.958252,33.815666,substation,Ksara, ,Substation, ,1,220
1143,1394,0,35.958252,33.815666,substation,Ksara, ,Substation, ,1,380
121,182,1,22.609863,40.647304,fossil_coal_gas,Enthes, ,Fossil gas,,-1,380
1144,1395,0,36.243896,34.089061,substation,Baalbeck, ,Substation, ,1,220
122,183,1,22.049561,40.497092,substation,Ag.Dimitrios, ,Substation,,-1,380
1145,1396,0,35.969238,34.443159,substation,Deir Amar, ,Substation, ,1,220
1146,1397,0,36.166992,34.343436,substation,Deir Nbouh, ,Substation, ,1,220
1147,1398,0,35.650635,33.733477,substation,Aramoun, ,Substation, ,1,220
1148,1399,0,35.804443,33.961586,substation,Mkalles, ,Substation, ,1,220
1149,1401,0,36.419678,34.388779,substation,Hermel, ,Substation, ,1,220
1150,1402,0,36.419678,34.261757,substation,Laboue, ,Substation, ,1,220
123,184,1,21.697998,40.313043,substation,Kardia, ,Substation,,-1,380
6771,7609,,3.40649742102515,36.5669315325086,,,,joint,,,220
6772,7610,,1.81244158460905,36.2273631798004,,,,joint,,,220
124,185,1,21.730957,40.647304,substation,Amyndeo, ,Substation,,-1,380
6773,7611,,2.94028922640838,35.7107947661442,,,,joint,,,220
1151,1403,0,35.826416,34.334364,substation,Bahsas, ,Substation, ,1,220
1152,1405,0,35.738525,34.089061,substation,Bsalim, ,Substation, ,1,220
1153,1407,0,35.716553,34.252676,substation,Halate, ,Substation, ,1,220
1154,1408,0,35.661621,33.970698,substation,Beyrut, ,Substation, ,1,220
1155,1409,0,35.562744,33.906896,substation,Ras Beyrut, ,Substation, ,1,220
125,186,1,23.983154,37.753344,substation,Lavrio, ,Substation,,-1,132
126,186,1,23.983154,37.753344,substation,Lavrio, ,Substation,,-1,380
1156,1410,0,35.584717,33.83392,substation,Pins, ,Substation, ,1,220
1157,1411,0,35.397949,33.587167,substation_cons,Saida, ,"Substation, under construction", ,1,220
1158,1412,0,35.332031,33.394759,substation,Zahrani, ,Substation, ,1,220
127,190,-1,20.401611,39.444678,substation,Mourtos, ,Substation,,-1,132
1159,1427,0,29.498291,30.883369,substation,Somid, ,Substation, ,1,220
128,191,,11.942139,42.024814,substation,Civitavecchia, ,Substation,,1,220
129,192,,14.348145,40.813809,fossil_coal_gas,Levante, ,Fossil gas,,1,220
1160,1428,0,29.937744,31.090574,substation,Iron Steel, ,Substation, ,1,220
130,199,,18.061523,40.513799,fossil_brown_lignite,Brindisi /S., ,Brown coal/Lignite,,1,380
1161,1429,0,29.256592,30.647364,substation,B. Arab, ,Substation, ,1,220
1162,1430,0,29.520264,30.666266,substation,Medalik, ,Substation, ,1,220
131,204,,8.21777299999999,40.86368,substation,Fiume Santo, ,Substation,,1,380
132,205,,8.448486,39.223743,substation,Portoscuso, ,Substation,,1,220
1163,1433,0,30.970459,30.533877,substation,T. Badr, ,Substation, ,1,220
1164,1434,0,30.201416,30.145127,substation,Sadat, ,Substation, ,1,220
133,206,,8.63525400000001,40.647304,substation,Codrongianus, ,Substation,,1,220
134,206,,8.63525400000001,40.647304,substation,Codrongianus, ,Substation,,1,380
1165,1435,0,31.234131,31.090574,substation,K.Shiekh, ,Substation, ,1,220
1166,1436,0,31.300049,30.911651,substation,Mahala, ,Substation, ,1,220
1167,1437,0,31.651611,30.968189,substation,Mansora, ,Substation, ,1,220
135,207,,16.787109,41.054502,substation,Bari, ,Substation,,1,380
